       1      0      0      0
       2      0      0      0
       3      0      0      0
       4      0      0      0
       5      0      0      0
       6      0      0      0
       7      0      0      0
       8      0      0      0
       9      0      0      0
      10      0      0      0
      11      0      0      0
      12      0      0      0
      13      0      0      0
      14      0      0      0
      15      0      0      0
      16      0      0      0
      17      0      0      0
      18      0      0      0
      19      0      0      0
      20      0      0      0
      21      0      0      0
      22      0      0      0
      23    255      0    255
      24    255      0    255
      25    255      0    255
      26    255      0    255
      27    255      0    255
      28    255      0    255
      29    255      0    255
      30    255      0    255
      31    255      0    255
      32    255      0    255
      33    255      0    255
      34    255      0    255
      35    255      0    255
      36    255      0    255
      37    255      0    255
      38    255      0    255
      39    255      0    255
      40    255      0    255
      41    255      0    255
      42    255      0    255
      43    255      0    255
      44    255      0    255
      45    255      0    255
      46    255      0    255
      47    255     20    197
      48    255     20    197
      49    255     20    197
      50    255     20    197
      51    255     20    197
      52    255     20    197
      53    255     20    197
      54    255     20    197
      55    255     20    197
      56    255     20    197
      57    255     20    197
      58    255     20    197
      59    255     20    197
      60    255     20    197
      61    255     20    197
      62    255     20    197
      63    255     20    197
      64    255     20    197
      65    255     20    197
      66    255     20    197
      67    255     20    197
      68    255     20    197
      69    255     20    197
      70    255      0    130
      71    255      0    130
      72    255      0    130
      73    255      0    130
      74    255      0    130
      75    255      0    130
      76    255      0    130
      77    255      0    130
      78    255      0    130
      79    255      0    130
      80    255      0    130
      81    255      0    130
      82    255      0    130
      83    255      0    130
      84    255      0    130
      85    255      0    130
      86    255      0    130
      87    255      0    130
      88    255      0    130
      89    255      0    130
      90    255      0    130
      91    255      0    130
      92    255      0    130
      93    255    130     75
      94    255    130     75
      95    255    130     75
      96    255    130     75
      97    255    130     75
      98    255    130     75
      99    255    130     75
     100    255    130     75
     101    255    130     75
     102    255    130     75
     103    255    130     75
     104    255    130     75
     105    255    130     75
     106    255    130     75
     107    255    130     75
     108    255    130     75
     109    255    130     75
     110    255    130     75
     111    255    130     75
     112    255    130     75
     113    255    130     75
     114    255    130     75
     115    255    130     75
     116    255      0      0
     117    255      0      0
     118    255      0      0
     119    255      0      0
     120    255      0      0
     121    255      0      0
     122    255      0      0
     123    255      0      0
     124    255      0      0
     125    255      0      0
     126    255      0      0
     127    255      0      0
     128    255      0      0
     129    255      0      0
     130    255      0      0
     131    255      0      0
     132    255      0      0
     133    255      0      0
     134    255      0      0
     135    255      0      0
     136    255      0      0
     137    255      0      0
     138    255      0      0
     139      0    255      0
     140      0    255      0
     141      0    255      0
     142      0    255      0
     143      0    255      0
     144      0    255      0
     145      0    255      0
     146      0    255      0
     147      0    255      0
     148      0    255      0
     149      0    255      0
     150      0    255      0
     151      0    255      0
     152      0    255      0
     153      0    255      0
     154      0    255      0
     155      0    255      0
     156      0    255      0
     157      0    255      0
     158      0    255      0
     159      0    255      0
     160      0    255      0
     161      0    255      0
     162      0    255    200
     163      0    255    200
     164      0    255    200
     165      0    255    200
     166      0    255    200
     167      0    255    200
     168      0    255    200
     169      0    255    200
     170      0    255    200
     171      0    255    200
     172      0    255    200
     173      0    255    200
     174      0    255    200
     175      0    255    200
     176      0    255    200
     177      0    255    200
     178      0    255    200
     179      0    255    200
     180      0    255    200
     181      0    255    200
     182      0    255    200
     183      0    255    200
     184      0    255    200
     185     55    180    155
     186     55    180    155
     187     55    180    155
     188     55    180    155
     189     55    180    155
     190     55    180    155
     191     55    180    155
     192     55    180    155
     193     55    180    155
     194     55    180    155
     195     55    180    155
     196     55    180    155
     197     55    180    155
     198     55    180    155
     199     55    180    155
     200     55    180    155
     201     55    180    155
     202     55    180    155
     203     55    180    155
     204     55    180    155
     205     55    180    155
     206     55    180    155
     207     55    180    155
     208    115    200      0
     209    115    200      0
     210    115    200      0
     211    115    200      0
     212    115    200      0
     213    115    200      0
     214    115    200      0
     215    115    200      0
     216    115    200      0
     217    115    200      0
     218    115    200      0
     219    115    200      0
     220    115    200      0
     221    115    200      0
     222    115    200      0
     223    115    200      0
     224    115    200      0
     225    115    200      0
     226    115    200      0
     227    115    200      0
     228    115    200      0
     229    115    200      0
     230    115    200      0
     231    180    210     10
     232    180    210     10
     233    180    210     10
     234    180    210     10
     235    180    210     10
     236    180    210     10
     237    180    210     10
     238    180    210     10
     239    180    210     10
     240    180    210     10
     241    180    210     10
     242    180    210     10
     243    180    210     10
     244    180    210     10
     245    180    210     10
     246    180    210     10
     247    180    210     10
     248    180    210     10
     249    180    210     10
     250    180    210     10
     251    180    210     10
     252    180    210     10
     253    180    210     10
     254    180    210     10
     255    255    255    255
     256    255    255    255
