# Restricted frequency table for Rankin Inlet.
default=13500
8005  8017
8071  8082
8112  8122
8162  8173
9207  9218
9476  9487
9995  10005
10191 10202
13360 13419
14990 15010
15729 15740
15794 15805
19990 20010
